X,Y,id,tag,map,fid,elev,type,bbox
3078002.775,1416001.44,ContourElevations.1,1,g40lc,1,806,contour,"[ 3078000.000000, 1416000.000000, 3078004.350000, 1416004.531700 ]"
3078182.49,1416173.2499999,ContourElevations.2,2,g40lc,2,818,contour,"[ 3078000.000000, 1416000.000000, 3078203.600000, 1416350.790000 ]"
3078165.05,1416168.27,ContourElevations.3,3,g40lc,3,816,contour,"[ 3078000.000000, 1416000.000000, 3078184.010000, 1416332.320000 ]"
3078115.33,1416130.42,ContourElevations.4,4,g40lc,4,810,index,"[ 3078000.000000, 1416000.000000, 3078137.060000, 1416259.410000 ]"
3078002.4299999,1416012.2963001,ContourElevations.5,5,g40lc,5,808,contour,"[ 3078000.000000, 1416000.000000, 3078016.170000, 1416016.642600 ]"
3080805.935,1416304.5,ContourElevations.6,6,g40lc,6,936,contour,"[ 3080614.590000, 1416000.000000, 3080948.799200, 1416608.450400 ]"
3080665.62,1416586.84000025,ContourElevations.7,7,g40lc,7,936,contour,"[ 3080317.830000, 1416000.000000, 3081295.070000, 1417179.000000 ]"
3080180.52,1416005.3599999,ContourElevations.8,8,g40lc,8,934,contour,"[ 3080179.110000, 1416000.000000, 3080187.490000, 1416015.180000 ]"
3082500.445,1416067.57,ContourElevations.9,9,g40lc,9,838,contour,"[ 3082481.520000, 1416000.000000, 3082647.820000, 1416148.490000 ]"
3079166.57759709,1416026.17,ContourElevations.10,10,g40lc,10,870,index,"[ 3079152.070000, 1416000.000000, 3079275.260000, 1416040.670000 ]"
3079206.78430204,1416002.36499996,ContourElevations.11,11,g40lc,11,874,contour,"[ 3079204.710000, 1416000.000000, 3079264.210000, 1416007.320000 ]"
3079184.23788209,1416017.85999967,ContourElevations.12,12,g40lc,12,872,contour,"[ 3079173.210000, 1416000.000000, 3079269.740000, 1416031.640000 ]"
3079087.95999962,1416001.68999958,ContourElevations.13,13,g40lc,13,866,contour,"[ 3079086.430000, 1416000.000000, 3079092.370000, 1416003.380000 ]"
3079055.67500007,1416002.16499994,ContourElevations.14,14,g40lc,14,866,contour,"[ 3079051.360000, 1416000.000000, 3079058.170000, 1416004.890000 ]"
3078985.8899999,1416003.52499995,ContourElevations.15,15,g40lc,15,866,contour,"[ 3078981.530000, 1416000.000000, 3079025.290000, 1416010.400000 ]"
3079087.68809483,1416017.2049998,ContourElevations.16,16,g40lc,16,862,contour,"[ 3079040.100000, 1416000.000000, 3079107.930000, 1416031.370000 ]"
3078946.13000015,1416025.59000015,ContourElevations.17,17,g40lc,17,862,contour,"[ 3078937.250000, 1416000.000000, 3079035.930000, 1416052.500000 ]"
3079082.24,1416004.98499995,ContourElevations.18,18,g40lc,18,864,contour,"[ 3079077.810000, 1416000.000000, 3079100.120000, 1416011.870000 ]"
3079068.45614277,1416004.14500024,ContourElevations.19,19,g40lc,19,864,contour,"[ 3079045.790000, 1416000.000000, 3079072.430000, 1416015.150000 ]"
3078962.91,1416018.37,ContourElevations.20,20,g40lc,20,864,contour,"[ 3078948.770000, 1416000.000000, 3079030.590000, 1416032.250000 ]"
3079052.76969472,1416040.72499995,ContourElevations.21,21,g40lc,21,860,index,"[ 3078923.890000, 1416000.000000, 3079115.800000, 1416082.340000 ]"
3078822.2645309,1416010.38,ContourElevations.22,22,g40lc,22,860,index,"[ 3078807.700000, 1416000.000000, 3078920.030000, 1416018.330000 ]"
3083203.80898381,1416028.85499978,ContourElevations.23,23,g40lc,23,854,contour,"[ 3083180.600000, 1416000.000000, 3083273.630000, 1416053.100000 ]"
3083232.49500041,1416002.04999989,ContourElevations.24,24,g40lc,24,856,contour,"[ 3083222.790000, 1416000.000000, 3083240.300000, 1416004.100000 ]"
3081403.64577144,1416004.21,ContourElevations.25,25,g40lc,25,854,contour,"[ 3081396.930000, 1416000.000000, 3081407.110000, 1416007.000000 ]"
3083207.11500005,1416139.81000013,ContourElevations.26,26,g40lc,26,850,index,"[ 3083090.440000, 1416000.000000, 3083301.360000, 1416276.310000 ]"
3083194.51401663,1416078.71499981,ContourElevations.27,27,g40lc,27,852,contour,"[ 3083136.560000, 1416000.000000, 3083283.700000, 1416161.210000 ]"
3083685.91613201,1416004.7499998,ContourElevations.28,28,g40lc,28,852,contour,"[ 3083659.270000, 1416000.000000, 3083750.400000, 1416009.390000 ]"
3081695.15999937,1416010.99499949,ContourElevations.29,29,g40lc,29,850,index,"[ 3081684.900000, 1416000.000000, 3081702.850000, 1416014.690000 ]"
3081614.4750004,1416002.06999949,ContourElevations.30,30,g40lc,30,850,index,"[ 3081610.010000, 1416000.000000, 3081616.100000, 1416004.110000 ]"
3083188.19565031,1416177.70499984,ContourElevations.31,31,g40lc,31,848,contour,"[ 3083068.240000, 1416000.000000, 3083335.460000, 1416353.800000 ]"
3081438.11,1416014.34,ContourElevations.32,32,g40lc,32,852,contour,"[ 3081381.960000, 1416000.000000, 3081443.210000, 1416028.450000 ]"
3078488.73,1416000.42,ContourElevations.33,33,g40lc,33,828,contour,"[ 3078485.340000, 1416000.000000, 3078504.500000, 1416001.500000 ]"
3081540.75500003,1416009.15,ContourElevations.34,34,g40lc,34,848,contour,"[ 3081507.490000, 1416000.000000, 3081564.360000, 1416014.440000 ]"
3083677.23239998,1416030.29,ContourElevations.35,35,g40lc,35,850,index,"[ 3083636.390000, 1416000.000000, 3083765.610000, 1416058.980000 ]"
3081298.30499996,1416013.02,ContourElevations.36,36,g40lc,36,850,index,"[ 3081295.300000, 1416000.000000, 3081376.700000, 1416028.870000 ]"
3081308.9799999,1416009.6399999,ContourElevations.37,37,g40lc,37,848,contour,"[ 3081305.480000, 1416000.000000, 3081367.450000, 1416020.610000 ]"
3083647.00499997,1416047.07499999,ContourElevations.38,38,g40lc,38,848,contour,"[ 3083622.730000, 1416000.000000, 3083783.710000, 1416096.360000 ]"
3083669.83361112,1416066.675,ContourElevations.39,39,g40lc,39,846,contour,"[ 3083600.960000, 1416000.000000, 3083797.380000, 1416133.740000 ]"
3081313.96273687,1416006.8,ContourElevations.40,40,g40lc,40,846,contour,"[ 3081313.540000, 1416000.000000, 3081357.860000, 1416013.250000 ]"
3083335.1699999,1416229.62499992,ContourElevations.41,41,g40lc,41,846,contour,"[ 3083004.700000, 1416000.000000, 3083387.640000, 1416454.040000 ]"
3081819.72655151,1416001.5399999,ContourElevations.42,42,g40lc,42,842,contour,"[ 3081815.080000, 1416000.000000, 3081830.310000, 1416002.900000 ]"
3083127.34500002,1416250.41499999,ContourElevations.43,43,g40lc,43,844,contour,"[ 3082953.910000, 1416000.000000, 3083400.850000, 1416501.220000 ]"
3083959.77958496,1416001.44,ContourElevations.44,44,g40lc,44,844,contour,"[ 3083951.020000, 1416000.000000, 3083989.700000, 1416003.720000 ]"
3083693.74394777,1416091.94500027,ContourElevations.45,45,g40lc,45,844,contour,"[ 3083582.170000, 1416000.000000, 3083812.500000, 1416183.320000 ]"
3082565.87499994,1416009.38499992,ContourElevations.46,46,g40lc,46,844,contour,"[ 3082558.710000, 1416000.000000, 3082585.690000, 1416020.000000 ]"
3083691.30500001,1416107.23500003,ContourElevations.47,47,g40lc,47,842,contour,"[ 3083571.920000, 1416000.000000, 3083829.870000, 1416214.710000 ]"
3082627.53904382,1416028.57500002,ContourElevations.48,48,g40lc,48,842,contour,"[ 3082538.350000, 1416000.000000, 3082627.870000, 1416059.680000 ]"
3082631.17690433,1416043.7399999,ContourElevations.49,49,g40lc,49,840,index,"[ 3082517.540000, 1416000.000000, 3082638.100000, 1416097.700000 ]"
3082154.66,1416001.86499997,ContourElevations.50,50,g40lc,50,838,contour,"[ 3082138.440000, 1416000.000000, 3082157.380000, 1416006.980000 ]"
3082131.99471762,1416018.24,ContourElevations.51,51,g40lc,51,836,contour,"[ 3082117.790000, 1416000.000000, 3082180.890000, 1416031.770000 ]"
3081889.59143381,1416156.2,ContourElevations.52,52,g40lc,52,836,contour,"[ 3081810.130000, 1416000.000000, 3082508.150000, 1416312.160000 ]"
3082181.73499995,1416141.7399999,ContourElevations.53,53,g40lc,53,834,contour,"[ 3082147.440000, 1416000.000000, 3082493.080000, 1416294.640000 ]"
3082086.8011547,1416073.90500004,ContourElevations.54,54,g40lc,54,834,contour,"[ 3081844.700000, 1416000.000000, 3082141.220000, 1416161.370000 ]"
3082213.635,1416134.265,ContourElevations.55,55,g40lc,55,832,contour,"[ 3082166.970000, 1416000.000000, 3082470.570000, 1416265.970000 ]"
3082056.84,1416068.335,ContourElevations.56,56,g40lc,56,830,index,"[ 3081944.280000, 1416000.000000, 3082090.690000, 1416130.340000 ]"
3082911.83,1416210.62,ContourElevations.57,57,g40lc,57,830,index,"[ 3082577.830000, 1416000.000000, 3082939.050000, 1416420.640000 ]"
3082226.66499982,1416001.6399999,ContourElevations.58,58,g40lc,58,830,index,"[ 3082222.320000, 1416000.000000, 3082239.650000, 1416003.280000 ]"
3082419.65699887,1416095.88499983,ContourElevations.59,59,g40lc,59,830,index,"[ 3082190.550000, 1416000.000000, 3082447.290000, 1416189.630000 ]"
3082069.02099502,1416074.55500001,ContourElevations.60,60,g40lc,60,832,contour,"[ 3081890.670000, 1416000.000000, 3082105.230000, 1416145.520000 ]"
3082218.57,1416050.615,ContourElevations.61,61,g40lc,61,828,contour,"[ 3082215.760000, 1416000.000000, 3082425.150000, 1416104.980000 ]"
3082033.55266592,1416047.28499977,ContourElevations.62,62,g40lc,62,828,contour,"[ 3081987.030000, 1416000.000000, 3082078.050000, 1416097.060000 ]"
3082819.91499999,1416104.45499998,ContourElevations.63,63,g40lc,63,826,contour,"[ 3082694.940000, 1416000.000000, 3082853.650000, 1416207.710000 ]"
3082816.42645046,1416092.94999988,ContourElevations.64,64,g40lc,64,824,contour,"[ 3082701.000000, 1416000.000000, 3082844.360000, 1416186.740000 ]"
3082841.19,1416058.71,ContourElevations.65,65,g40lc,65,822,contour,"[ 3082711.880000, 1416000.000000, 3082841.860000, 1416125.770000 ]"
3078280.31695854,1416055.72000028,ContourElevations.66,66,g40lc,66,820,index,"[ 3078219.540000, 1416000.000000, 3078413.270000, 1416119.440000 ]"
3082837.93500001,1416058.80499994,ContourElevations.67,67,g40lc,67,820,index,"[ 3082722.930000, 1416000.000000, 3082839.480000, 1416113.430000 ]"
3078289.58,1416051.54,ContourElevations.68,68,g40lc,68,818,contour,"[ 3078269.570000, 1416000.000000, 3078405.200000, 1416113.480000 ]"
3078307.72055227,1416053.72000017,ContourElevations.69,69,g40lc,69,816,contour,"[ 3078279.780000, 1416000.000000, 3078398.200000, 1416108.210000 ]"
3078106.4945851,1416003.06,ContourElevations.70,70,g40lc,70,814,contour,"[ 3078092.620000, 1416000.000000, 3078140.540000, 1416005.520000 ]"
3084395.22607264,1416005.73499992,ContourElevations.71,71,g40lc,71,856,contour,"[ 3084375.660000, 1416000.000000, 3084403.960000, 1416009.720000 ]"
3084255.52,1416010.97,ContourElevations.72,72,g40lc,72,856,contour,"[ 3084198.870000, 1416000.000000, 3084307.110000, 1416020.250000 ]"
3078431.035,1416062.22499995,ContourElevations.73,73,g40lc,73,824,contour,"[ 3078256.840600, 1416000.000000, 3078431.300000, 1416135.380000 ]"
3078214.655,1416187.02,ContourElevations.74,74,g40lc,74,822,contour,"[ 3078000.000000, 1416000.000000, 3078422.290000, 1416380.140000 ]"
3078200.92,1416182.60500001,ContourElevations.75,75,g40lc,75,820,index,"[ 3078000.000000, 1416000.000000, 3078231.320000, 1416363.250000 ]"
3078144.93,1416161.14,ContourElevations.76,76,g40lc,76,814,contour,"[ 3078000.000000, 1416000.000000, 3078173.440000, 1416310.950000 ]"
3078114.595,1416147.06,ContourElevations.77,77,g40lc,77,812,contour,"[ 3078000.000000, 1416000.000000, 3078153.850000, 1416287.760000 ]"
3084205.29499998,1416048.02500001,ContourElevations.78,78,g40lc,78,854,contour,"[ 3084063.210000, 1416000.000000, 3084510.270000, 1416097.010000 ]"
3085602.7599999,1416007.84499998,ContourElevations.79,79,g40lc,79,840,index,"[ 3085593.240000, 1416000.000000, 3085640.700000, 1416016.670000 ]"
3085791.6,1416141.16499997,ContourElevations.80,80,g40lc,80,838,contour,"[ 3085692.880000, 1416000.000000, 3085852.850000, 1416216.810000 ]"
3085583.11500003,1416059.11,ContourElevations.81,81,g40lc,81,838,contour,"[ 3085465.030000, 1416000.000000, 3085709.820000, 1416118.580000 ]"
3085923.0155973,1416337.765,ContourElevations.82,82,g40lc,82,836,contour,"[ 3085677.580000, 1416000.000000, 3086145.500000, 1416634.850000 ]"
3085737.63004099,1416092.50499996,ContourElevations.83,83,g40lc,83,836,contour,"[ 3085339.540000, 1416000.000000, 3085765.100000, 1416186.640000 ]"
3085792.40011041,1416039.25,ContourElevations.84,84,g40lc,84,838,contour,"[ 3085763.680000, 1416000.000000, 3085821.730000, 1416081.420000 ]"
3085799.64620235,1416062.72499994,ContourElevations.85,85,g40lc,85,836,contour,"[ 3085754.260000, 1416000.000000, 3085896.090000, 1416139.720000 ]"
3085824.27409153,1416104.22499996,ContourElevations.86,86,g40lc,86,834,contour,"[ 3085737.190000, 1416000.000000, 3085930.890000, 1416195.060000 ]"
3086221.43431767,1416282.79499994,ContourElevations.87,87,g40lc,87,814,contour,"[ 3086192.230000, 1416000.000000, 3086362.250000, 1416561.240000 ]"
3086182.4350006,1416011.86499573,ContourElevations.88,88,g40lc,88,814,contour,"[ 3086178.580000, 1416000.000000, 3086184.090000, 1416023.730000 ]"
3086237.36349821,1416121.43,ContourElevations.89,89,g40lc,89,812,contour,"[ 3086220.330000, 1416000.000000, 3086276.160000, 1416245.660000 ]"
3086293.24606562,1416002.39,ContourElevations.90,90,g40lc,90,812,contour,"[ 3086285.290000, 1416000.000000, 3086316.760000, 1416003.620000 ]"
3086240.225,1416033.58,ContourElevations.91,91,g40lc,91,810,index,"[ 3086238.370000, 1416000.000000, 3086258.120000, 1416068.370000 ]"
3080429.27907674,1416364.34500001,ContourElevations.92,92,g40lc,92,932,contour,"[ 3080114.000000, 1416000.000000, 3080714.540000, 1416727.509900 ]"
3080807.435,1416142.34,ContourElevations.93,93,g40lc,93,932,contour,"[ 3080767.430000, 1416000.000000, 3080838.678900, 1416320.468700 ]"
3080647.09864667,1416634.51000016,ContourElevations.94,94,g40lc,94,934,contour,"[ 3080224.600000, 1416000.000000, 3081348.500000, 1417272.960000 ]"
3080829.815,1416333.63500003,ContourElevations.95,95,g40lc,95,934,contour,"[ 3080741.960000, 1416000.000000, 3080958.263000, 1416595.589100 ]"
3081320.92866368,1418214.935,ContourElevations.96,96,g40lc,96,856,contour,"[ 3079815.870000, 1416000.000000, 3082499.200000, 1420433.393100 ]"
3080224.73,1416204.24,ContourElevations.97,97,g40lc,97,930,index,"[ 3080068.620000, 1416000.000000, 3080457.033800, 1416418.124000 ]"
3080812.85,1416123.38,ContourElevations.98,98,g40lc,98,930,index,"[ 3080788.160000, 1416000.000000, 3080847.678400, 1416320.454600 ]"
3080320.79999914,1416363.72500003,ContourElevations.99,99,g40lc,99,928,contour,"[ 3080010.090000, 1416000.000000, 3080691.161200, 1416727.352000 ]"
3081121.95,1416770.06,ContourElevations.100,100,g40lc,100,928,contour,"[ 3080712.848000, 1416000.000000, 3081491.340000, 1417532.570000 ]"
3080133.03,1416227.78499996,ContourElevations.101,101,g40lc,101,926,contour,"[ 3079962.650000, 1416000.000000, 3080315.650000, 1416468.930100 ]"
3081143.29500001,1416778.05500002,ContourElevations.102,102,g40lc,102,926,contour,"[ 3080712.659300, 1416000.000000, 3081503.350000, 1417553.850000 ]"
3080105.735,1416228.52,ContourElevations.103,103,g40lc,103,924,contour,"[ 3079933.740000, 1416000.000000, 3080287.600000, 1416471.763400 ]"
3081166.25,1416794.46499999,ContourElevations.104,104,g40lc,104,924,contour,"[ 3080821.110000, 1416000.000000, 3081514.550000, 1417605.280000 ]"
3080092.02,1416239.36500005,ContourElevations.105,105,g40lc,105,922,contour,"[ 3079880.490000, 1416000.000000, 3080275.890000, 1416491.960000 ]"
3081189.83,1416811.95499998,ContourElevations.106,106,g40lc,106,922,contour,"[ 3080812.680600, 1416000.000000, 3081528.590000, 1417616.630000 ]"
3080123.98,1416369.04,ContourElevations.107,107,g40lc,107,920,index,"[ 3079817.630000, 1416000.000000, 3080586.395500, 1416743.040100 ]"
3080886.91499999,1416281.80499997,ContourElevations.108,108,g40lc,108,920,index,"[ 3080848.150000, 1416000.000000, 3081066.675000, 1416603.183800 ]"
3080088.23499998,1416377.13,ContourElevations.109,109,g40lc,109,918,contour,"[ 3079777.430000, 1416000.000000, 3080584.032300, 1416746.197500 ]"
3080901.45,1416293.08499997,ContourElevations.110,110,g40lc,110,918,contour,"[ 3080858.230000, 1416000.000000, 3081081.246200, 1416599.787800 ]"
3080672.73144883,1416822.69499993,ContourElevations.111,111,g40lc,111,916,contour,"[ 3079753.590000, 1416000.000000, 3081560.140000, 1417647.480000 ]"
3080914.15499999,1416297.91499996,ContourElevations.112,112,g40lc,112,916,contour,"[ 3080866.240000, 1416000.000000, 3081098.013200, 1416599.261200 ]"
3079993.92,1416214.65,ContourElevations.113,113,g40lc,113,914,contour,"[ 3079718.400000, 1416000.000000, 3080130.623400, 1416432.391800 ]"
3080909.615,1416250.22,ContourElevations.114,114,g40lc,114,914,contour,"[ 3080875.430000, 1416000.000000, 3081076.313400, 1416500.255500 ]"
3079975.53,1416217.185,ContourElevations.115,115,g40lc,115,912,contour,"[ 3079680.360000, 1416000.000000, 3080080.039500, 1416441.826200 ]"
3080916.965,1416233.775,ContourElevations.116,116,g40lc,116,912,contour,"[ 3080885.220000, 1416000.000000, 3081092.317600, 1416494.811800 ]"
3080690.37233274,1416897.09499999,ContourElevations.117,117,g40lc,117,904,contour,"[ 3079567.500000, 1416000.000000, 3081628.310000, 1417786.950000 ]"
3079969.07258235,1416237.84999983,ContourElevations.118,118,g40lc,118,910,index,"[ 3079652.200000, 1416000.000000, 3080079.923800, 1416466.504800 ]"
3080704.8123335,1416866.55,ContourElevations.119,119,g40lc,119,910,index,"[ 3080104.938300, 1416000.000000, 3081609.550000, 1417718.920000 ]"
3080688.23500002,1416868.27500002,ContourElevations.120,120,g40lc,120,908,contour,"[ 3079620.580000, 1416000.000000, 3081616.760000, 1417741.320000 ]"
3080679.83530383,1416876.84500005,ContourElevations.121,121,g40lc,121,906,contour,"[ 3079592.790000, 1416000.000000, 3081621.870000, 1417762.900000 ]"
3081552.24945965,1416939.13500001,ContourElevations.122,122,g40lc,122,900,index,"[ 3079511.730000, 1416000.000000, 3081997.270000, 1417882.110000 ]"
3081032.42,1416304.60499998,ContourElevations.123,123,g40lc,123,900,index,"[ 3080943.440000, 1416000.000000, 3081255.223100, 1416640.312800 ]"
3080539.62500001,1416822.27,ContourElevations.124,124,g40lc,124,898,contour,"[ 3079492.860000, 1416000.000000, 3080744.670000, 1417650.052400 ]"
3081043.93499997,1416296.1799999,ContourElevations.125,125,g40lc,125,898,contour,"[ 3080954.220000, 1416000.000000, 3081258.352500, 1416616.751700 ]"
3080673.57121159,1416903.96,ContourElevations.126,126,g40lc,126,902,contour,"[ 3079541.450000, 1416000.000000, 3081635.380000, 1417811.370000 ]"
3079685.55499998,1416253.66499999,ContourElevations.127,127,g40lc,127,886,contour,"[ 3079366.220000, 1416000.000000, 3079847.860000, 1416510.533400 ]"
3080630.56500003,1417002.19,ContourElevations.128,128,g40lc,128,886,contour,"[ 3079817.757700, 1416000.000000, 3082136.770000, 1418006.100000 ]"
3079379.83500001,1416246.31,ContourElevations.129,129,g40lc,129,868,contour,"[ 3079144.510000, 1416000.000000, 3079700.760000, 1416493.034500 ]"
3080602.32,1417110.245,ContourElevations.130,130,g40lc,130,868,contour,"[ 3079643.390000, 1416000.000000, 3082329.960000, 1418230.900000 ]"
3086740.56500008,1416472.82499982,ContourElevations.131,131,g40lc,131,836,contour,"[ 3086671.640000, 1416000.000000, 3086832.160000, 1416942.657100 ]"
3079814.98,1416254.37,ContourElevations.132,132,g40lc,132,896,contour,"[ 3079474.720000, 1416000.000000, 3079928.850000, 1416512.307500 ]"
3081054.45,1416292.74,ContourElevations.133,133,g40lc,133,896,contour,"[ 3080965.270000, 1416000.000000, 3081260.382600, 1416601.467400 ]"
3079643.38499998,1416261.94499998,ContourElevations.134,134,g40lc,134,882,contour,"[ 3079324.860000, 1416000.000000, 3079806.350000, 1416523.954900 ]"
3080625.09013811,1417018.96000028,ContourElevations.135,135,g40lc,135,882,contour,"[ 3079785.520300, 1416000.000000, 3082173.410000, 1418041.190000 ]"
3079672.18,1416263.89,ContourElevations.136,136,g40lc,136,884,contour,"[ 3079343.350000, 1416000.000000, 3079824.510000, 1416523.441600 ]"
3080634.21500002,1417016.24,ContourElevations.137,137,g40lc,137,884,contour,"[ 3079818.544700, 1416000.000000, 3082154.370000, 1418023.320000 ]"
3079804.32499995,1416266.11499993,ContourElevations.138,138,g40lc,138,894,contour,"[ 3079456.450000, 1416000.000000, 3079905.330000, 1416512.337200 ]"
3081080.805,1416310.15,ContourElevations.139,139,g40lc,139,894,contour,"[ 3080978.840000, 1416000.000000, 3081288.865900, 1416605.201700 ]"
3079683.57,1416219.06499998,ContourElevations.140,140,g40lc,140,890,index,"[ 3079414.880000, 1416000.000000, 3079879.700000, 1416449.413800 ]"
3081076.59499998,1416258.9099999,ContourElevations.141,141,g40lc,141,890,index,"[ 3081006.080000, 1416000.000000, 3081234.232100, 1416477.335400 ]"
3079414.525,1416272.945,ContourElevations.142,142,g40lc,142,870,index,"[ 3079277.210000, 1416000.000000, 3079719.120000, 1416544.807200 ]"
3080608.06958488,1417107.79499999,ContourElevations.143,143,g40lc,143,870,index,"[ 3079652.320000, 1416000.000000, 3082294.230000, 1418197.480000 ]"
3079731.39,1416225.55499998,ContourElevations.144,144,g40lc,144,892,contour,"[ 3079436.230000, 1416000.000000, 3079892.650000, 1416448.834800 ]"
3080651.84917964,1416977.51499971,ContourElevations.145,145,g40lc,145,892,contour,"[ 3079893.038400, 1416000.000000, 3082090.060000, 1417955.470000 ]"
3079591.00499998,1416187.02499999,ContourElevations.146,146,g40lc,146,888,contour,"[ 3079389.950000, 1416000.000000, 3079866.220000, 1416383.817000 ]"
3081088.285,1416243.81,ContourElevations.147,147,g40lc,147,888,contour,"[ 3081019.330000, 1416000.000000, 3081250.820800, 1416473.834800 ]"
3079631.0,1416267.16,ContourElevations.148,148,g40lc,148,880,index,"[ 3079310.030000, 1416000.000000, 3079794.410000, 1416524.284100 ]"
3080628.94500003,1417034.08500004,ContourElevations.149,149,g40lc,149,880,index,"[ 3079769.352200, 1416000.000000, 3082191.240000, 1418061.670000 ]"
3080625.58500005,1417042.52,ContourElevations.150,150,g40lc,150,878,contour,"[ 3079753.549000, 1416000.000000, 3082211.700000, 1418086.680000 ]"
3079620.29,1416272.52499998,ContourElevations.151,151,g40lc,151,878,contour,"[ 3079297.720000, 1416000.000000, 3079782.560000, 1416545.217900 ]"
3081921.82384345,1417067.82999989,ContourElevations.152,152,g40lc,152,874,contour,"[ 3079289.960000, 1416000.000000, 3082246.900000, 1418138.980000 ]"
3081900.73554459,1417057.6449998,ContourElevations.153,153,g40lc,153,876,contour,"[ 3079294.090000, 1416000.000000, 3082230.530000, 1418112.830000 ]"
3079436.97,1416270.35,ContourElevations.154,154,g40lc,154,872,contour,"[ 3079284.430000, 1416000.000000, 3079735.600000, 1416543.636700 ]"
3080615.68,1417084.415,ContourElevations.155,155,g40lc,155,872,contour,"[ 3079668.640000, 1416000.000000, 3082261.920000, 1418168.200000 ]"
3083075.62,1418078.83,ContourElevations.156,156,g40lc,156,834,contour,"[ 3081553.613000, 1416000.000000, 3083089.250000, 1420145.540000 ]"
3079349.53,1416228.90500005,ContourElevations.157,157,g40lc,157,866,contour,"[ 3079132.810000, 1416000.000000, 3079676.990000, 1416456.698400 ]"
3081997.24895922,1417128.21499999,ContourElevations.158,158,g40lc,158,866,contour,"[ 3079597.600000, 1416000.000000, 3082365.490000, 1418255.570000 ]"
3079340.65,1416288.32500003,ContourElevations.159,159,g40lc,159,862,contour,"[ 3079115.700000, 1416000.000000, 3079618.830000, 1416553.739000 ]"
3085069.95227551,1420001.93999957,ContourElevations.160,160,g40lc,160,832,contour,"[ 3083522.380000, 1416000.000000, 3085318.220000, 1424000.000000 ]"
3083154.70500001,1417728.19500005,ContourElevations.161,161,g40lc,161,832,contour,"[ 3081811.400000, 1416000.000000, 3083663.220000, 1419441.602500 ]"
3079355.92,1416278.845,ContourElevations.162,162,g40lc,162,864,contour,"[ 3079122.610000, 1416000.000000, 3079648.550000, 1416554.327000 ]"
3080568.83040282,1417142.70999988,ContourElevations.163,163,g40lc,163,864,contour,"[ 3079577.345400, 1416000.000000, 3082376.210000, 1418288.680000 ]"
3080880.65,1419979.24500005,ContourElevations.164,164,g40lc,164,862,contour,"[ 3078000.000000, 1416000.000000, 3082391.000000, 1423934.980000 ]"
3079316.35,1416269.60500008,ContourElevations.165,165,g40lc,165,860,index,"[ 3079106.680000, 1416000.000000, 3079588.260000, 1416545.860100 ]"
3080898.97499996,1419972.20500007,ContourElevations.166,166,g40lc,166,860,index,"[ 3078000.000000, 1416000.000000, 3082421.040000, 1423949.770000 ]"
3080930.61,1419983.04,ContourElevations.167,167,g40lc,167,858,contour,"[ 3078000.000000, 1416000.000000, 3082458.980000, 1423968.800000 ]"
3079300.37500006,1416271.85,ContourElevations.168,168,g40lc,168,858,contour,"[ 3078774.450000, 1416000.000000, 3079575.850000, 1416545.386600 ]"
3080851.19,1418962.63,ContourElevations.169,169,g40lc,169,854,contour,"[ 3079838.480000, 1416000.000000, 3082543.600000, 1421909.940000 ]"
