X,Y,id,tag,map,fid,elev,type,bbox
,,ContourElevations.336,336,g40lc,336,850,index,"[ 3081462.380000, 1416381.500000, 3081529.060000, 1416553.720000 ]"
3084065.66273921,1416467.99,ContourElevations.337,337,g40lc,337,828,depressed_contour,"[ 3083988.060000, 1416399.610000, 3084072.270000, 1416533.410000 ]"
3078019.89014999,1416413.63275006,ContourElevations.338,338,g40lc,338,828,contour,"[ 3078000.000000, 1416403.780000, 3078020.910000, 1416420.005500 ]"
3078056.875,1416431.64,ContourElevations.339,339,g40lc,339,826,contour,"[ 3078000.000000, 1416392.391700, 3078066.940000, 1416468.304000 ]"
3081708.69500002,1417192.72,ContourElevations.340,340,g40lc,340,888,contour,"[ 3079822.240000, 1416401.067800, 3082120.610000, 1417989.710000 ]"
,,ContourElevations.341,341,g40lc,341,848,contour,"[ 3081474.780000, 1416398.840000, 3081519.730000, 1416528.510000 ]"
3079519.97272356,1417153.49499985,ContourElevations.342,342,g40lc,342,826,contour,"[ 3078084.400000, 1416397.710000, 3080015.850000, 1417910.760000 ]"
3084057.68672364,1416456.09,ContourElevations.343,343,g40lc,343,826,depressed_contour,"[ 3083994.750000, 1416406.440000, 3084060.710000, 1416503.090000 ]"
3084050.91209778,1416450.56500003,ContourElevations.344,344,g40lc,344,824,depressed_contour,"[ 3084001.070000, 1416413.260000, 3084054.760000, 1416493.520000 ]"
3083167.70456002,1416473.6450001,ContourElevations.345,345,g40lc,345,840,depressed_index,"[ 3083053.640000, 1416416.760000, 3083183.420000, 1416521.820000 ]"
,,ContourElevations.346,346,g40lc,346,812,depressed_contour,"[ 3078707.580000, 1416414.220000, 3078758.550000, 1416461.130000 ]"
3080382.63196382,1416570.71499962,ContourElevations.347,347,g40lc,347,930,index,"[ 3080374.990000, 1416440.142100, 3080694.459400, 1416727.399700 ]"
3080465.2236,1416429.20725,ContourElevations.348,348,g40lc,348,930,index,"[ 3080461.594700, 1416424.296200, 3080468.852500, 1416434.118300 ]"
3086930.2,1416498.8,ContourElevations.349,349,g40lc,349,838,contour,"[ 3086930.130000, 1416416.800000, 3086942.600000, 1416579.690000 ]"
3083139.80304015,1416473.65500018,ContourElevations.350,350,g40lc,350,834,depressed_contour,"[ 3083068.240000, 1416428.050000, 3083168.630000, 1416511.850000 ]"
3083161.07500005,1416465.3499999,ContourElevations.351,351,g40lc,351,836,depressed_contour,"[ 3083063.810000, 1416424.270000, 3083175.830000, 1416515.060000 ]"
3083164.14873062,1416469.71000011,ContourElevations.352,352,g40lc,352,838,depressed_contour,"[ 3083058.950000, 1416420.510000, 3083179.760000, 1416518.390000 ]"
,,ContourElevations.353,353,g40lc,353,810,depressed_index,"[ 3078719.760000, 1416428.170000, 3078750.690000, 1416451.580000 ]"
3083624.8700025,1416431.33,ContourElevations.354,354,g40lc,354,834,contour,"[ 3083623.800000, 1416430.750000, 3083626.980000, 1416431.810000 ]"
3083134.62419005,1416468.03499986,ContourElevations.355,355,g40lc,355,830,depressed_index,"[ 3083082.280000, 1416438.140000, 3083154.220000, 1416500.760000 ]"
3083127.53499998,1416471.81500003,ContourElevations.356,356,g40lc,356,828,depressed_contour,"[ 3083089.120000, 1416444.220000, 3083147.020000, 1416494.740000 ]"
3083137.22,1416470.76500003,ContourElevations.357,357,g40lc,357,832,depressed_contour,"[ 3083075.430000, 1416432.080000, 3083161.430000, 1416506.780000 ]"
,,ContourElevations.358,358,g40lc,358,840,depressed_index,"[ 3081644.050000, 1416432.510000, 3081849.740000, 1416597.840000 ]"
3081526.43386235,1417058.36500003,ContourElevations.359,359,g40lc,359,914,contour,"[ 3080158.257100, 1416454.799300, 3081576.040000, 1417665.730000 ]"
3081558.98,1417077.06500009,ContourElevations.360,360,g40lc,360,912,contour,"[ 3080114.763500, 1416465.440600, 3081592.160000, 1417691.550000 ]"
3086037.66,1416546.45500002,ContourElevations.361,361,g40lc,361,822,depressed_contour,"[ 3085949.900000, 1416451.990000, 3086086.490000, 1416635.400000 ]"
3084030.78569565,1416457.43499996,ContourElevations.362,362,g40lc,362,822,depressed_contour,"[ 3084026.300000, 1416454.800000, 3084030.800000, 1416459.770000 ]"
3083106.28,1416469.44500003,ContourElevations.363,363,g40lc,363,824,depressed_contour,"[ 3083102.890000, 1416456.220000, 3083130.440000, 1416482.700000 ]"
3083122.73798579,1416472.4099999,ContourElevations.364,364,g40lc,364,826,depressed_contour,"[ 3083095.960000, 1416450.050000, 3083139.820000, 1416488.720000 ]"
3078002.05005005,1416452.03644986,ContourElevations.365,365,g40lc,365,828,contour,"[ 3078000.000000, 1416447.022900, 3078003.910100, 1416457.193100 ]"
3079337.18499999,1418516.43500004,ContourElevations.366,366,g40lc,366,848,contour,"[ 3078282.926200, 1416455.780000, 3080461.670000, 1420575.390000 ]"
3082462.87582361,1416575.2500002,ContourElevations.367,367,g40lc,367,832,contour,"[ 3082453.930000, 1416455.780000, 3082677.890000, 1416685.360000 ]"
3078206.27999162,1416513.005,ContourElevations.368,368,g40lc,368,828,contour,"[ 3078120.310000, 1416454.850000, 3078216.380000, 1416574.460000 ]"
,,ContourElevations.369,369,g40lc,369,818,depressed_contour,"[ 3086092.210000, 1416464.100000, 3086172.110000, 1416554.260000 ]"
3081677.55964368,1416508.15999989,ContourElevations.370,370,g40lc,370,838,depressed_contour,"[ 3081668.590000, 1416460.380000, 3081799.870000, 1416542.620000 ]"
3078747.86500006,1416556.63500008,ContourElevations.371,371,g40lc,371,814,depressed_contour,"[ 3078440.990000, 1416460.240000, 3078769.370000, 1416657.660000 ]"
3078719.31914197,1416555.84500004,ContourElevations.372,372,g40lc,372,812,depressed_contour,"[ 3078473.830000, 1416465.080000, 3078735.690000, 1416649.070000 ]"
3078628.87499992,1416554.39499993,ContourElevations.373,373,g40lc,373,810,depressed_index,"[ 3078493.560000, 1416469.350000, 3078668.970000, 1416640.780000 ]"
3078099.54,1416565.155,ContourElevations.374,374,g40lc,374,824,contour,"[ 3078000.000000, 1416468.000000, 3078105.710000, 1416641.990000 ]"
3080322.535,1416611.23499999,ContourElevations.375,375,g40lc,375,926,contour,"[ 3080316.225800, 1416471.433500, 3080678.479900, 1416738.960000 ]"
3079867.26,1416488.685,ContourElevations.376,376,g40lc,376,892,contour,"[ 3079861.607900, 1416470.994500, 3079878.099800, 1416512.549600 ]"
,,ContourElevations.377,377,g40lc,377,826,contour,"[ 3083748.910000, 1416468.710000, 3083906.730000, 1416621.830000 ]"
3078712.52499998,1416506.95499995,ContourElevations.378,378,g40lc,378,810,depressed_index,"[ 3078711.290000, 1416482.280000, 3078762.100000, 1416525.590000 ]"
3078767.82021286,1416503.85499997,ContourElevations.379,379,g40lc,379,812,depressed_contour,"[ 3078705.840000, 1416474.070000, 3078770.890000, 1416531.300000 ]"
3078083.01,1416556.73,ContourElevations.380,380,g40lc,380,822,contour,"[ 3078000.000000, 1416480.340000, 3078093.370000, 1416637.650000 ]"
3080303.28499999,1416621.6599999,ContourElevations.381,381,g40lc,381,924,contour,"[ 3080288.283000, 1416500.637000, 3080607.940500, 1416739.459400 ]"
3079618.14,1416522.61500007,ContourElevations.382,382,g40lc,382,868,contour,"[ 3079617.990000, 1416502.515200, 3079626.920900, 1416556.088400 ]"
3079856.56499999,1416501.4199999,ContourElevations.383,383,g40lc,383,890,index,"[ 3079851.675700, 1416479.500700, 3079878.151000, 1416523.294000 ]"
3080667.83594473,1417258.2,ContourElevations.384,384,g40lc,384,890,index,"[ 3079872.080000, 1416510.003900, 3082105.200000, 1417972.620000 ]"
3078683.546976,1418515.18500009,ContourElevations.385,385,g40lc,385,846,contour,"[ 3078295.228200, 1416473.520000, 3080413.300000, 1420560.570000 ]"
,,ContourElevations.386,386,g40lc,386,824,depressed_contour,"[ 3083777.540000, 1416489.000000, 3083848.860000, 1416547.120000 ]"
,,ContourElevations.387,387,g40lc,387,822,depressed_contour,"[ 3083789.320000, 1416493.800000, 3083834.040000, 1416531.360000 ]"
3078843.90881934,1416531.33500001,ContourElevations.388,388,g40lc,388,818,depressed_contour,"[ 3078843.280000, 1416495.990000, 3078912.110000, 1416565.990000 ]"
,,ContourElevations.389,389,g40lc,389,804,depressed_contour,"[ 3078724.870000, 1416496.680000, 3078745.770000, 1416511.350000 ]"
,,ContourElevations.390,390,g40lc,390,806,depressed_contour,"[ 3078720.240000, 1416492.210000, 3078751.300000, 1416515.950000 ]"
3078754.55048988,1416505.6399999,ContourElevations.391,391,g40lc,391,808,depressed_contour,"[ 3078715.600000, 1416487.720000, 3078755.830000, 1416520.770000 ]"
3078077.48500001,1416566.56500002,ContourElevations.392,392,g40lc,392,820,index,"[ 3078000.000000, 1416490.170000, 3078083.710000, 1416632.320000 ]"
3086970.18894611,1416552.03500028,ContourElevations.393,393,g40lc,393,838,contour,"[ 3086943.760000, 1416491.390000, 3087000.000000, 1416620.400000 ]"
3080286.79,1416631.13999987,ContourElevations.394,394,g40lc,394,922,contour,"[ 3080276.240000, 1416501.460200, 3080589.960000, 1416739.878700 ]"
3079307.355,1418512.50500001,ContourElevations.395,395,g40lc,395,844,contour,"[ 3078000.000000, 1416489.610000, 3080388.090000, 1420534.220000 ]"
3082997.35179261,1416497.85999944,ContourElevations.396,396,g40lc,396,842,contour,"[ 3082989.710000, 1416496.650000, 3083002.720000, 1416498.710000 ]"
3082939.82946332,1416574.74500031,ContourElevations.397,397,g40lc,397,838,depressed_contour,"[ 3082930.230000, 1416501.860000, 3083035.690000, 1416645.850000 ]"
,,ContourElevations.398,398,g40lc,398,836,depressed_contour,"[ 3082933.970000, 1416505.080000, 3083030.770000, 1416637.540000 ]"
3082945.41499998,1416567.51499997,ContourElevations.399,399,g40lc,399,834,depressed_contour,"[ 3082937.730000, 1416508.300000, 3083025.690000, 1416629.220000 ]"
,,ContourElevations.400,400,g40lc,400,832,depressed_contour,"[ 3082941.180000, 1416511.100000, 3083020.440000, 1416620.910000 ]"
,,ContourElevations.401,401,g40lc,401,832,depressed_contour,"[ 3082817.350000, 1416509.880000, 3082872.510000, 1416557.850000 ]"
,,ContourElevations.402,402,g40lc,402,834,depressed_contour,"[ 3082813.740000, 1416506.370000, 3082876.620000, 1416560.820000 ]"
3082880.40500001,1416536.1599999,ContourElevations.403,403,g40lc,403,836,depressed_contour,"[ 3082810.120000, 1416502.860000, 3082880.720000, 1416563.640000 ]"
3078045.675,1416555.46499998,ContourElevations.404,404,g40lc,404,818,contour,"[ 3078000.000000, 1416501.500000, 3078049.880000, 1416615.160000 ]"
3081504.69000101,1416510.73500247,ContourElevations.405,405,g40lc,405,846,contour,"[ 3081504.000000, 1416509.050000, 3081505.380000, 1416513.760000 ]"
,,ContourElevations.406,406,g40lc,406,824,depressed_contour,"[ 3082831.890000, 1416523.730000, 3082849.470000, 1416546.060000 ]"
3083472.53893956,1416549.7149999,ContourElevations.407,407,g40lc,407,830,depressed_index,"[ 3083383.110000, 1416522.920000, 3083479.820000, 1416577.780000 ]"
3082951.22,1416559.85499996,ContourElevations.408,408,g40lc,408,828,depressed_contour,"[ 3082947.450000, 1416518.590000, 3083009.320000, 1416600.170000 ]"
3082951.06,1416553.6299999,ContourElevations.409,409,g40lc,409,826,depressed_contour,"[ 3082950.130000, 1416522.140000, 3083003.830000, 1416590.260000 ]"
3082949.95,1416561.92499996,ContourElevations.410,410,g40lc,410,830,depressed_index,"[ 3082944.730000, 1416515.040000, 3083014.680000, 1416609.660000 ]"
,,ContourElevations.411,411,g40lc,411,830,depressed_index,"[ 3082820.930000, 1416513.370000, 3082868.410000, 1416554.880000 ]"
3082828.68173831,1416532.9499999,ContourElevations.412,412,g40lc,412,826,depressed_contour,"[ 3082827.960000, 1416520.320000, 3082860.200000, 1416548.980000 ]"
,,ContourElevations.413,413,g40lc,413,828,depressed_contour,"[ 3082824.480000, 1416516.860000, 3082864.310000, 1416551.930000 ]"
3080708.915,1417224.97,ContourElevations.414,414,g40lc,414,896,contour,"[ 3079920.768600, 1416515.320000, 3082037.760000, 1417918.240000 ]"
3081541.50174328,1416513.38499985,ContourElevations.415,415,g40lc,415,854,contour,"[ 3081539.420000, 1416512.070000, 3081541.700000, 1416514.920000 ]"
3078755.85496686,1418331.4150001,ContourElevations.416,416,g40lc,416,836,contour,"[ 3078264.440000, 1416538.024600, 3080289.560000, 1420122.760000 ]"
3086038.13499999,1416586.09499999,ContourElevations.417,417,g40lc,417,820,depressed_index,"[ 3086020.940000, 1416538.780000, 3086072.420000, 1416631.100000 ]"
3083407.24370374,1416552.43,ContourElevations.418,418,g40lc,418,824,depressed_contour,"[ 3083392.260000, 1416535.030000, 3083469.000000, 1416565.550000 ]"
3083462.41595792,1416549.72999987,ContourElevations.419,419,g40lc,419,826,depressed_contour,"[ 3083389.210000, 1416530.990000, 3083472.610000, 1416569.630000 ]"
3083470.82994763,1416552.76,ContourElevations.420,420,g40lc,420,828,depressed_contour,"[ 3083386.160000, 1416526.960000, 3083476.210000, 1416573.700000 ]"
3082953.54,1416554.5,ContourElevations.421,421,g40lc,421,824,depressed_contour,"[ 3082952.870000, 1416525.690000, 3082998.390000, 1416580.340000 ]"
3082964.89,1416550.07499999,ContourElevations.422,422,g40lc,422,822,depressed_contour,"[ 3082960.680000, 1416530.110000, 3082994.180000, 1416570.850000 ]"
3078583.84032579,1418613.90499993,ContourElevations.423,423,g40lc,423,858,contour,"[ 3078000.000000, 1416566.257300, 3080555.090000, 1420647.080000 ]"
3079203.77,1416890.06499998,ContourElevations.424,424,g40lc,424,832,contour,"[ 3079050.660000, 1416527.570000, 3079684.188400, 1417256.435500 ]"
3080691.99,1417251.11,ContourElevations.425,425,g40lc,425,894,contour,"[ 3079916.210000, 1416539.850000, 3082071.810000, 1417938.390000 ]"
3083424.01698919,1416550.74,ContourElevations.426,426,g40lc,426,822,depressed_contour,"[ 3083395.360000, 1416539.110000, 3083465.380000, 1416561.440000 ]"
3079471.16092156,1418627.42500002,ContourElevations.427,427,g40lc,427,862,contour,"[ 3078000.000000, 1416585.203300, 3080581.420000, 1420663.200000 ]"
3078830.54486447,1418316.03,ContourElevations.428,428,g40lc,428,834,contour,"[ 3078279.910000, 1416541.760700, 3080220.210000, 1420082.650000 ]"
3080475.5308344,1416591.63084979,ContourElevations.429,429,g40lc,429,932,contour,"[ 3080411.700000, 1416576.446800, 3080488.640000, 1416609.310000 ]"
3078571.84347593,1418621.22000014,ContourElevations.430,430,g40lc,430,860,index,"[ 3078000.000000, 1416584.416400, 3080572.390000, 1420655.140000 ]"
3080913.95500001,1416628.04,ContourElevations.431,431,g40lc,431,940,index,"[ 3080819.770000, 1416583.730000, 3080917.570000, 1416676.600000 ]"
3081393.56,1417052.1,ContourElevations.432,432,g40lc,432,930,index,"[ 3080981.526400, 1416624.774600, 3081480.470000, 1417514.000000 ]"
3084115.375,1416626.57499997,ContourElevations.433,433,g40lc,433,838,contour,"[ 3084083.000000, 1416591.000000, 3084117.570000, 1416657.390000 ]"
3078108.58500003,1416615.50499994,ContourElevations.434,434,g40lc,434,826,contour,"[ 3078000.000000, 1416594.943900, 3078114.603000, 1416645.980000 ]"
3086293.93000051,1416603.23998746,ContourElevations.435,435,g40lc,435,816,depressed_contour,"[ 3086293.660000, 1416600.690000, 3086294.020000, 1416605.460000 ]"
3086289.69085764,1416617.39499993,ContourElevations.436,436,g40lc,436,818,depressed_contour,"[ 3086289.000000, 1416599.660000, 3086299.760000, 1416630.160000 ]"
3081375.61715951,1417063.1599999,ContourElevations.437,437,g40lc,437,932,contour,"[ 3080712.466600, 1416624.141000, 3081464.840000, 1417483.860000 ]"
3081085.19965,1416632.2966,ContourElevations.438,438,g40lc,438,920,index,"[ 3081083.289700, 1416629.295000, 3081087.109600, 1416635.298200 ]"
3081498.75,1417128.22,ContourElevations.439,439,g40lc,439,920,index,"[ 3080798.990100, 1416635.867100, 3081538.610000, 1417628.000000 ]"
3080935.72641715,1418116.32000022,ContourElevations.440,440,g40lc,440,848,contour,"[ 3080422.640000, 1416617.000400, 3082673.620000, 1419614.540000 ]"
3084567.92499997,1416625.09499995,ContourElevations.441,441,g40lc,441,846,contour,"[ 3084565.650000, 1416611.790000, 3084579.620000, 1416636.490000 ]"
3078114.77043458,1416629.4599999,ContourElevations.442,442,g40lc,442,828,contour,"[ 3078110.370000, 1416612.270000, 3078160.110000, 1416645.870000 ]"
3086990.86000013,1416632.70500022,ContourElevations.443,443,g40lc,443,836,contour,"[ 3086985.260000, 1416623.110000, 3087000.000000, 1416648.480000 ]"
3083907.3344325,1416913.84000017,ContourElevations.444,444,g40lc,444,836,contour,"[ 3083807.900000, 1416641.520600, 3084826.585100, 1417183.890000 ]"
3081510.29189875,1417136.60999989,ContourElevations.445,445,g40lc,445,918,contour,"[ 3080596.888100, 1416635.415500, 3081549.230000, 1417639.250000 ]"
3081665.68583576,1417272.59500049,ContourElevations.446,446,g40lc,446,898,contour,"[ 3080668.208000, 1416657.913800, 3082014.150000, 1417899.120000 ]"
3086303.73499999,1416749.52499999,ContourElevations.447,447,g40lc,447,820,depressed_index,"[ 3086239.570000, 1416657.620000, 3086345.780000, 1416849.330000 ]"
3086766.48,1416974.9499999,ContourElevations.448,448,g40lc,448,840,index,"[ 3086764.510000, 1416660.000000, 3087000.000000, 1417287.465000 ]"
3086728.24499999,1416980.49999988,ContourElevations.449,449,g40lc,449,838,contour,"[ 3086712.040000, 1416651.310000, 3087000.000000, 1417296.429800 ]"
3079198.90824531,1418298.96,ContourElevations.450,450,g40lc,450,828,contour,"[ 3078000.000000, 1416651.949700, 3080047.470000, 1419947.280000 ]"
3086321.2895039,1416766.95,ContourElevations.451,451,g40lc,451,818,depressed_contour,"[ 3086287.190000, 1416661.030000, 3086339.260000, 1416846.750000 ]"
3086389.2719954,1417061.65,ContourElevations.452,452,g40lc,452,822,contour,"[ 3086126.460000, 1416686.750000, 3086405.850000, 1417428.510000 ]"
3078795.13268229,1416955.445,ContourElevations.453,453,g40lc,453,814,depressed_contour,"[ 3078400.810000, 1416697.710000, 3078806.790000, 1417211.890000 ]"
3078988.24499999,1416786.3299999,ContourElevations.454,454,g40lc,454,824,hidden_contour,"[ 3078979.870000, 1416699.580000, 3079024.270000, 1416873.750000 ]"
3079011.54,1416753.17500001,ContourElevations.455,455,g40lc,455,826,hidden_contour,"[ 3078995.640000, 1416700.340000, 3079035.060000, 1416817.670000 ]"
3084656.9799975,1416695.39,ContourElevations.456,456,g40lc,456,844,contour,"[ 3084227.980000, 1416690.070000, 3084668.170000, 1416717.210000 ]"
3084105.56864133,1416752.04,ContourElevations.457,457,g40lc,457,840,index,"[ 3084090.340000, 1416697.380000, 3084172.230000, 1416805.480000 ]"
3078056.90499998,1416791.13,ContourElevations.458,458,g40lc,458,830,index,"[ 3078000.000000, 1416689.810000, 3078132.478900, 1416889.770000 ]"
,,ContourElevations.459,459,g40lc,459,830,depressed_index,"[ 3083553.290000, 1416703.280000, 3083782.480000, 1416858.070000 ]"
3078960.69,1416781.23500003,ContourElevations.460,460,g40lc,460,822,hidden_contour,"[ 3078944.010000, 1416701.390000, 3078963.160000, 1416874.650000 ]"
3079027.035,1416729.94,ContourElevations.461,461,g40lc,461,828,hidden_contour,"[ 3079020.720000, 1416702.300000, 3079036.080000, 1416754.760000 ]"
3080919.15499996,1416773.845,ContourElevations.462,462,g40lc,462,940,index,"[ 3080772.800000, 1416711.610000, 3080945.590000, 1416835.770000 ]"
3084146.95421341,1416723.87499998,ContourElevations.463,463,g40lc,463,842,contour,"[ 3084133.550000, 1416707.880000, 3084163.790000, 1416739.010000 ]"
3078026.535,1416809.645,ContourElevations.464,464,g40lc,464,832,contour,"[ 3078000.000000, 1416703.900000, 3078132.437200, 1416904.320000 ]"
3078686.67,1416851.83499998,ContourElevations.465,465,g40lc,465,812,depressed_contour,"[ 3078532.119600, 1416720.140000, 3078804.890000, 1416971.490000 ]"
3080819.3,1416726.89,ContourElevations.466,466,g40lc,466,942,contour,"[ 3080811.930000, 1416714.280000, 3080877.525300, 1416734.878800 ]"
3080630.24,1416764.575,ContourElevations.467,467,g40lc,467,924,contour,"[ 3080608.276800, 1416740.190300, 3080672.887100, 1416807.370000 ]"
3078681.31499999,1416869.84,ContourElevations.468,468,g40lc,468,810,depressed_index,"[ 3078563.440500, 1416740.160000, 3078802.120000, 1417001.590000 ]"
3080861.555,1417153.44499999,ContourElevations.469,469,g40lc,469,922,contour,"[ 3080601.761600, 1416748.895000, 3080865.360000, 1417547.255900 ]"
3081601.64,1420367.62,ContourElevations.470,470,g40lc,470,830,depressed_index,"[ 3081495.610000, 1416734.800000, 3085171.510000, 1424000.000000 ]"
3079533.345,1417311.87499998,ContourElevations.471,471,g40lc,471,824,contour,"[ 3078802.730000, 1416729.220000, 3079975.400000, 1417890.610000 ]"
3080870.44775,1416756.92195,ContourElevations.472,472,g40lc,472,942,contour,"[ 3080866.875500, 1416749.191300, 3080875.191600, 1416761.643900 ]"
3080855.25,1417155.73499999,ContourElevations.473,473,g40lc,473,920,index,"[ 3080599.329800, 1416752.144000, 3080860.480000, 1417584.373200 ]"
3079509.96,1417306.73500003,ContourElevations.474,474,g40lc,474,822,contour,"[ 3078840.800000, 1416746.020000, 3079927.270000, 1417867.900000 ]"
3080859.42502484,1416768.05589979,ContourElevations.475,475,g40lc,475,942,contour,"[ 3080856.388200, 1416767.326600, 3080860.568200, 1416768.780000 ]"
3080908.16,1417095.21999964,ContourElevations.476,476,g40lc,476,930,index,"[ 3080713.400000, 1416756.210000, 3080972.709400, 1417475.160000 ]"
3079493.0,1417319.09,ContourElevations.477,477,g40lc,477,820,index,"[ 3078858.570000, 1416767.900000, 3079894.880000, 1417851.850000 ]"
3078477.19,1416964.72,ContourElevations.478,478,g40lc,478,810,depressed_index,"[ 3078424.540000, 1416805.778100, 3078797.750000, 1417144.080000 ]"
3078467.60500001,1416970.92500001,ContourElevations.479,479,g40lc,479,812,depressed_contour,"[ 3078406.780000, 1416767.990000, 3078738.703700, 1417177.750000 ]"
3086940.35669311,1416876.47999978,ContourElevations.480,480,g40lc,480,842,contour,"[ 3086820.470000, 1416773.360000, 3087000.000000, 1416966.993200 ]"
3080879.56019634,1416796.03999985,ContourElevations.481,481,g40lc,481,942,contour,"[ 3080849.540000, 1416778.320000, 3080879.930000, 1416815.240000 ]"
3086123.2620455,1416883.87,ContourElevations.482,482,g40lc,482,826,contour,"[ 3085855.240000, 1416792.000000, 3086197.150000, 1416977.120000 ]"
3078835.41851736,1416846.00500008,ContourElevations.483,483,g40lc,483,818,hidden_depressed_contour,"[ 3078819.360000, 1416797.000000, 3078909.220000, 1416887.200000 ]"
3080869.745,1417174.415,ContourElevations.484,484,g40lc,484,924,contour,"[ 3080695.188800, 1416808.401500, 3080871.560000, 1417546.814900 ]"
3079474.31499999,1417322.48500003,ContourElevations.485,485,g40lc,485,818,contour,"[ 3078873.000000, 1416795.560000, 3079851.730000, 1417835.760000 ]"
3078698.27,1416957.75,ContourElevations.486,486,g40lc,486,808,depressed_contour,"[ 3078455.050000, 1416808.790000, 3078726.670000, 1417116.540000 ]"
3079461.915,1417322.91499998,ContourElevations.487,487,g40lc,487,816,contour,"[ 3078884.230000, 1416814.460000, 3079783.560000, 1417815.430000 ]"
,,ContourElevations.488,488,g40lc,488,940,index,"[ 3080968.760000, 1416832.730000, 3081098.810000, 1416990.410000 ]"
3084135.65002161,1416983.94501021,ContourElevations.489,489,g40lc,489,838,contour,"[ 3083898.340000, 1416832.530000, 3084329.170000, 1417080.370000 ]"
3078163.03660398,1416830.49499975,ContourElevations.490,490,g40lc,490,830,index,"[ 3078153.720100, 1416825.680000, 3078168.370000, 1416835.554700 ]"
3078779.70315176,1418409.60500048,ContourElevations.491,491,g40lc,491,830,index,"[ 3078178.990200, 1416843.693000, 3080079.050000, 1419978.140000 ]"
3078720.70502502,1416857.30819965,ContourElevations.492,492,g40lc,492,818,depressed_contour,"[ 3078719.570000, 1416847.974400, 3078725.478500, 1416861.160000 ]"
3078811.09500001,1416864.26,ContourElevations.493,493,g40lc,493,818,depressed_contour,"[ 3078783.247200, 1416837.310000, 3078819.360000, 1416886.450000 ]"
3078130.40534369,1416892.69,ContourElevations.494,494,g40lc,494,834,contour,"[ 3078000.000000, 1416843.648900, 3078274.397000, 1416943.560000 ]"
3078264.53500004,1416890.28500003,ContourElevations.495,495,g40lc,495,832,contour,"[ 3078145.140400, 1416865.945900, 3078284.110900, 1416912.418100 ]"
3078959.63,1416908.32499994,ContourElevations.496,496,g40lc,496,822,contour,"[ 3078959.090000, 1416874.650000, 3078984.041000, 1416953.003100 ]"
3079446.03,1417341.335,ContourElevations.497,497,g40lc,497,814,contour,"[ 3078895.360000, 1416874.800000, 3079668.440000, 1417793.950000 ]"
3086289.90417816,1417042.31500005,ContourElevations.498,498,g40lc,498,820,depressed_index,"[ 3086259.790000, 1416876.510000, 3086316.950000, 1417200.010000 ]"
3082131.44,1416904.8149998,ContourElevations.499,499,g40lc,499,844,depressed_contour,"[ 3082091.010000, 1416883.790000, 3082131.660000, 1416921.470000 ]"
3081889.89025187,1416916.94499985,ContourElevations.500,500,g40lc,500,866,depressed_contour,"[ 3081858.100000, 1416881.830000, 3081922.750000, 1416956.810000 ]"
